City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Constantine,DZ,36.365,6.6147,44.6,81,75,5.75,broken clouds
346,Erenhot,CN,43.6475,111.9767,41.76,42,0,9.62,clear sky
347,Milkovo,RU,54.7167,158.6167,26.08,74,100,6.85,overcast clouds
348,Russell,US,32.3502,-85.1999,75.2,60,1,5.97,clear sky
349,Pacific Grove,US,36.6177,-121.9166,59.0,58,1,10.36,clear sky
350,Clinton,US,42.587,-82.9199,64.0,72,75,9.22,broken clouds
351,Saint Anthony,US,45.0205,-93.218,71.6,72,1,6.91,clear sky
352,Altay,CN,47.8667,88.1167,38.16,54,0,4.63,clear sky
353,Chuy,UY,-33.6971,-53.4616,70.21,83,21,14.45,few clouds
354,Bethel,US,41.3712,-73.414,62.6,39,1,11.5,clear sky
355,Mapimi,MX,25.8167,-103.85,91.4,9,75,4.61,broken clouds
356,Dharchula,IN,29.85,80.5333,55.89,48,2,9.15,clear sky
357,Mlonggo,ID,-6.5333,110.7,78.8,94,20,2.3,haze
358,Maromitsa,RU,59.8683,48.0123,34.45,98,95,8.93,overcast clouds
359,Lasa,IT,46.6166,10.7002,27.0,86,40,2.3,scattered clouds
360,Huilong,CN,31.8111,121.655,55.99,69,100,1.01,overcast clouds
361,Ambilobe,MG,-13.2,49.05,72.39,95,57,3.36,light rain
362,Porto Santo,PT,33.072,-16.3415,64.4,88,40,4.61,scattered clouds
363,Grindavik,IS,63.8424,-22.4338,30.2,100,90,20.71,snow
364,Nemuro,JP,43.3236,145.575,44.6,53,20,3.44,few clouds
365,Dolores,AR,-36.3132,-57.6792,66.94,87,8,9.1,clear sky
366,Gamba,GA,-2.65,10.0,78.57,90,56,3.56,broken clouds
367,Polunochnoye,RU,60.8697,60.4153,32.36,99,100,2.62,overcast clouds
368,Olenegorsk,RU,68.15,33.3,24.4,96,64,4.05,broken clouds
369,Chumikan,RU,54.7183,135.315,23.74,91,100,7.14,light snow
370,Aswan,EG,24.0934,32.907,76.57,19,1,8.61,clear sky
371,Ambunti,PG,-4.2365,142.8448,74.41,98,100,0.16,overcast clouds
372,Santiago Del Estero,AR,-27.7951,-64.2615,82.8,52,100,9.42,overcast clouds
373,Pemangkat,ID,1.1667,108.9667,78.55,83,96,5.46,overcast clouds
374,Alofi,NU,-19.0595,-169.9187,82.4,69,40,9.22,scattered clouds
375,Corowa,AU,-36.0333,146.3833,75.99,60,11,1.01,few clouds
376,Bereda,ES,43.2686,-7.5406,43.0,98,99,1.99,overcast clouds
377,Esmeraldas,BR,-19.7625,-44.3139,69.8,77,0,13.8,clear sky
378,Rorvik,NO,64.8621,11.2373,34.81,55,93,16.49,light snow
379,Karratha,AU,-20.7377,116.8463,83.23,57,5,11.3,clear sky
380,Nuuk,GL,64.1835,-51.7216,37.4,44,75,5.75,broken clouds
381,Dondo,MZ,-19.6094,34.7431,77.0,69,20,5.08,few clouds
382,Bathsheba,BB,13.2167,-59.5167,78.8,65,20,11.5,few clouds
383,Torbay,CA,47.6666,-52.7314,37.0,95,89,3.0,overcast clouds
384,Ariquemes,BR,-9.9133,-63.0408,74.62,94,100,0.92,light rain
385,Faya,SA,18.3851,42.4509,62.6,59,0,3.69,clear sky
386,Byron Bay,AU,-28.65,153.6167,73.4,83,75,11.5,broken clouds
387,Biak,ID,-0.9131,122.8766,77.54,83,100,2.59,moderate rain
388,Stantsionno-Oyashinskiy,RU,55.4664,83.8245,30.99,82,100,3.0,light snow
389,Kimbe,PG,-5.5502,150.1429,77.74,92,98,9.08,heavy intensity rain
390,Puerto Escondido,MX,15.85,-97.0667,84.2,79,1,10.36,clear sky
391,Puerto Palomas,MX,31.7667,-107.6167,80.6,4,1,20.71,clear sky
392,Caracal,RO,44.1167,24.35,35.01,69,0,8.05,clear sky
393,Laela,TZ,-8.5667,32.05,60.1,98,93,2.98,light rain
394,Garissa,KE,-0.4536,39.6401,76.66,78,40,5.75,moderate rain
395,Bezenchuk,RU,52.982,49.4333,35.38,98,100,10.94,overcast clouds
396,Apt,FR,43.8833,5.4,39.2,51,0,5.37,clear sky
397,Naliya,IN,23.2667,68.8333,76.89,77,1,8.52,clear sky
398,Solnechnyy,RU,50.7214,136.6319,26.2,88,100,7.58,snow
399,Sabancuy,MX,18.9667,-91.1833,82.06,70,74,9.31,broken clouds
400,Raudeberg,NO,61.9875,5.1352,30.99,84,100,5.88,overcast clouds
401,Pimampiro,EC,0.4,-77.9667,60.6,86,96,4.29,overcast clouds
402,Nioro,GM,13.35,-15.75,79.45,42,26,7.23,scattered clouds
403,Yerbogachen,RU,61.2767,108.0108,31.1,91,79,7.65,broken clouds
404,Humboldt,US,40.6665,-123.9178,53.01,71,90,11.5,overcast clouds
405,Zyryanka,RU,65.75,150.85,7.32,87,96,10.02,overcast clouds
406,Goure,NE,13.9835,10.2704,79.81,13,73,6.08,broken clouds
407,Lawton,US,34.6087,-98.3903,69.8,30,1,19.57,clear sky
408,Guerrero Negro,MX,27.9769,-114.0611,69.42,58,7,16.82,clear sky
409,Bulls,NZ,-40.1667,175.3833,72.0,64,0,3.0,clear sky
410,Vao,NC,-22.6667,167.4833,76.51,74,59,16.46,broken clouds
411,Arlit,NE,18.7369,7.3853,83.01,6,78,8.1,broken clouds
412,Gujar Khan,PK,33.2558,73.3026,57.99,68,4,7.74,clear sky
413,Totness,SR,5.8833,-56.3167,76.69,89,97,6.15,overcast clouds
414,Olafsvik,IS,64.8945,-23.7142,27.48,79,100,44.45,light snow
415,Paralimni,CY,35.0375,33.9833,59.0,88,0,1.14,clear sky
416,Saint-Pierre,RE,-21.3393,55.4781,78.8,78,75,8.05,light rain
417,Storm Lake,US,42.6411,-95.2097,53.6,100,75,17.27,broken clouds
418,Necochea,AR,-38.5473,-58.7368,75.0,74,64,8.99,broken clouds
419,Bukene,TZ,-4.2333,32.8833,62.49,88,62,3.49,broken clouds
420,San Cristobal,VE,7.7669,-72.225,80.6,83,40,8.05,scattered clouds
421,Salalah,OM,17.0151,54.0924,75.2,57,0,5.75,clear sky
422,Atar,MR,20.5169,-13.0499,80.04,19,18,7.07,few clouds
423,Sezze,IT,41.5033,13.0641,36.0,71,77,3.0,broken clouds
424,Sistranda,NO,63.7256,8.834,32.0,86,40,18.41,light snow
425,Long Xuyen,VN,10.3833,105.4167,78.8,100,20,1.14,few clouds
426,Tomohon,ID,1.3346,124.8392,84.2,79,20,1.14,few clouds
427,Pangnirtung,CA,66.1451,-65.7125,30.47,94,100,9.35,snow
428,Anjozorobe,MG,-18.4,47.8667,64.4,88,75,5.75,broken clouds
429,Strezhevoy,RU,60.7333,77.5889,32.0,93,90,4.47,overcast clouds
430,Tokur,RU,53.1333,132.9,17.46,83,97,6.78,overcast clouds
431,Pervomaysk,UA,48.0443,30.8507,31.68,82,7,8.28,clear sky
432,Karcag,HU,47.3167,20.9333,32.0,80,0,8.05,clear sky
433,Bobrovka,RU,54.047,61.7455,33.04,98,100,9.15,overcast clouds
434,Vung Tau,VN,10.346,107.0843,81.16,78,100,12.57,overcast clouds
435,Muroto,JP,33.2833,134.15,62.6,42,75,5.75,broken clouds
436,Iskateley,RU,67.6803,53.1512,33.67,95,100,10.74,overcast clouds
437,San Carlos,VE,9.6612,-68.5827,80.74,71,98,1.9,overcast clouds
438,Foumban,CM,5.7291,10.9001,69.44,67,67,4.45,broken clouds
439,Kanniyakumari,IN,8.0833,77.5667,79.36,78,34,7.25,scattered clouds
440,Vila Do Maio,CV,15.1333,-23.2167,73.4,49,0,19.57,clear sky
441,Lisa,RO,43.8,25.1333,39.0,63,96,3.0,overcast clouds
442,Teguise,ES,29.0605,-13.564,64.4,72,20,6.91,few clouds
443,Diapaga,BF,12.0708,1.7889,89.11,8,12,5.7,few clouds
444,Seregelyes,HU,47.1105,18.565,34.0,64,2,10.18,clear sky
445,Steubenville,US,40.3698,-80.634,75.2,40,20,3.44,few clouds
446,Sorong,ID,-0.8833,131.25,81.66,78,95,4.76,overcast clouds
447,Jurado,CO,7.1053,-77.7641,78.26,89,95,2.86,light rain
448,Rawson,AR,-43.3002,-65.1023,66.78,40,0,9.89,clear sky
449,Sechura,PE,-5.5569,-80.8222,77.09,64,57,17.31,broken clouds
450,Mount Pleasant,US,32.7941,-79.8626,71.6,40,75,5.75,broken clouds
451,Arzamas,RU,55.3949,43.8399,37.92,93,100,17.94,light rain
452,Alta Floresta,BR,-9.8756,-56.0861,72.32,91,100,2.39,overcast clouds
453,Ayan,RU,56.45,138.1667,23.68,87,100,15.21,overcast clouds
454,Adrar,MR,20.5022,-10.0711,77.67,20,1,10.16,clear sky
455,Bambanglipuro,ID,-7.95,110.2833,77.65,87,100,2.98,overcast clouds
456,Porrentruy,CH,47.4153,7.0752,34.0,74,0,2.3,clear sky
457,Luang Prabang,LA,19.8856,102.1347,71.6,94,75,0.45,broken clouds
458,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,73.18,96,76,1.36,broken clouds
459,Vyartsilya,RU,62.1764,30.693,25.32,97,98,1.59,overcast clouds
460,Paka,MY,4.6374,103.4368,77.0,94,40,3.8,scattered clouds
461,Valkeakoski,FI,61.2642,24.0312,30.0,100,0,2.3,clear sky
462,Batagay-Alyta,RU,67.8006,130.4114,-8.81,92,70,2.19,broken clouds
463,Sao Desiderio,BR,-12.3633,-44.9733,76.19,68,63,5.23,broken clouds
464,Pachino,IT,36.7186,15.0907,42.8,87,79,1.14,broken clouds
465,Nsanje,MW,-16.92,35.262,64.92,93,8,2.86,clear sky
466,Masterton,NZ,-40.9597,175.6575,69.01,74,1,5.01,clear sky
467,Kilindoni,TZ,-7.9139,39.6668,79.3,80,75,12.35,moderate rain
468,Derzhavinsk,KZ,51.1,66.3167,40.6,78,92,13.73,overcast clouds
469,Saint-Joseph,RE,-21.3667,55.6167,78.8,78,75,8.05,light rain
470,Portree,GB,57.4129,-6.1942,43.0,90,100,5.01,overcast clouds
471,Lata,PT,40.1629,-8.3327,55.99,84,91,1.72,overcast clouds
472,Say,NE,13.1007,2.3689,87.8,10,0,7.25,clear sky
473,Port Hedland,AU,-20.3167,118.5667,84.2,70,52,8.05,broken clouds
474,Ivanava,BY,52.1451,25.5365,29.39,86,14,10.02,few clouds
475,Bubaque,GW,11.2833,-15.8333,77.83,78,64,11.25,broken clouds
476,Deputatskiy,RU,69.3,139.9,-3.21,92,98,2.66,overcast clouds
477,Baruun-Urt,MN,46.6806,113.2792,40.66,31,0,5.03,clear sky
478,Leningradskiy,RU,69.3833,178.4167,-6.36,91,91,8.99,overcast clouds
479,Camacha,PT,33.0833,-16.3333,64.4,88,40,4.61,scattered clouds
480,Celestun,MX,20.8667,-90.4,78.89,75,98,14.54,overcast clouds
481,Lakota,CI,5.8528,-5.6883,74.35,98,57,1.57,broken clouds
482,Ishigaki,JP,24.3448,124.1572,73.4,64,20,9.22,few clouds
483,Kapuskasing,CA,49.4169,-82.4331,44.6,93,100,9.22,moderate rain
484,Marzuq,YE,14.4,46.4667,66.94,30,4,5.1,clear sky
485,Alice Town,BS,25.7167,-79.3,71.71,56,20,10.54,few clouds
486,Sept-Iles,CA,50.2001,-66.3821,44.01,87,75,3.44,broken clouds
